Time	4crsol	5drib	amob	dalua	5mtr	ala	asp	cobalt	cu2	fe3	glc	glu	gly	h2o2	his	ile	leu	lys	met	mobd	nh4	ni2	phe	pro	pyr	ser	succ	thr	tyr	urea	val	tnf
24.75	9.35E-05	0.0009906526	0.0001622616	2.50E-05	0.0006487936	0.0679422619	-0.0148914547	-2.55E-05	-1.31E-05	0	-0.1935889107	-0.0327612003	0.0026525404	0	-7.45E-05	-0.0008339215	-0.0027251362	-0.001228545	-0.0007445727	-7.07E-05	-0.1587380606	-5.97E-06	-0.0003722864	-0.0016574189	0.0024198614	-0.0112616626	0.002512933	-0.0011019676	-0.0001116859	0	-0.0008041386	9.08E-06
24.8333333333	9.46E-05	0.0010020131	0.0001641223	2.53E-05	0.0006562338	0.0683721713	-0.015054423	-2.58E-05	-1.32E-05	0	-0.1957074994	-0.0331197307	0.0026658874	0	-7.53E-05	-0.0008430477	-0.0027549594	-0.0012294445	-0.0007527212	-7.15E-05	-0.1602928966	-6.03E-06	-0.0003763606	-0.0016755573	0.002634524	-0.011353544	0.0024463437	-0.0011140273	-0.0001129082	0	-0.0008129388	9.18E-06
24.9166666667	9.56E-05	0.0010135094	0.0001660053	2.56E-05	0.0006637628	0.0688037409	-0.0152192607	-2.60E-05	-1.34E-05	0	-0.1978503887	-0.0334823735	0.002679224	0	-7.61E-05	-0.0008522786	-0.0027851247	-0.0012302236	-0.000760963	-7.24E-05	-0.1618636651	-6.10E-06	-0.0003804815	-0.0016939037	0.0028536114	-0.0114461523	0.0023780095	-0.0011262253	-0.0001141445	0	-0.0008218401	9.28E-06
25	9.67E-05	0.001025143	0.0001679108	2.59E-05	0.0006713819	0.0692369546	-0.0153859899	-2.63E-05	-1.36E-05	0	-0.2000178689	-0.0338491778	0.0026925482	0	-7.69E-05	-0.0008616154	-0.0028156362	-0.0012308792	-0.0007692995	-7.32E-05	-0.1634505354	-6.17E-06	-0.0003846497	-0.0017124607	0.003077198	-0.0115394924	0.0023078985	-0.0011385633	-0.0001153949	0	-0.0008308435	9.39E-06
25.0833333333	9.78E-05	0.0010369158	0.0001698391	2.62E-05	0.000679092	0.0696717953	-0.0155546334	-2.66E-05	-1.37E-05	0	-0.2022102339	-0.0342201934	0.0027058581	0	-7.78E-05	-0.0008710595	-0.0028464979	-0.0012314085	-0.0007777317	-7.40E-05	-0.1650536788	-6.25E-06	-0.0003888658	-0.0017312307	0.0033053596	-0.0116335695	0.0022359785	-0.0011510429	-0.0001166598	0	-0.0008399502	9.49E-06
25.1666666667	9.90E-05	0.0010488293	0.0001717905	0.000026461	0.0006868944	0.0701082455	-0.015725214	-2.70E-05	-1.39E-05	0	-0.2044277814	-0.0345954707	0.0027191516	0	-7.86E-05	-0.000880612	-0.0028777142	-0.0012318084	-0.0007862607	-7.49E-05	-0.1666732683	-6.32E-06	-0.0003931303	-0.0017502163	0.0035381731	-0.0117283887	0.0021622169	-0.0011636658	-0.0001179391	0	-0.0008491616	9.59E-06
25.25	0.0001001091	0.0010608855	0.0001737652	2.68E-05	0.0006947902	0.070546287	-0.0158977548	-2.73E-05	-1.40E-05	0	-0.2066708127	-0.0349750606	0.0027324266	0	-7.95E-05	-0.0008902743	-0.0029092891	-0.001232076	-0.0007948877	-7.57E-05	-0.168309479	-6.39E-06	-0.0003974439	-0.0017694201	0.0037757168	-0.0118239552	0.0020865803	-0.0011764339	-0.0001192332	0	-0.0008584788	9.70E-06
25.3333333333	0.0001012603	0.001073086	0.0001757635	2.71E-05	0.0007027805	0.0709859009	-0.0160722794	-2.76E-05	-1.42E-05	0	-0.2089396328	-0.0353590148	0.0027456811	0	-8.04E-05	-0.0009000476	-0.0029412271	-0.0012322081	-0.000803614	-7.66E-05	-0.1699624877	-0.000006463	-0.000401807	-0.0017888447	0.0040180699	-0.0119202739	0.0020090349	-0.0011893487	-0.0001205421	0	-0.0008679031	9.80E-06
25.4166666667	0.0001024254	0.0010854326	0.0001777858	2.74E-05	0.0007108665	0.0714270676	-0.0162488116	-2.79E-05	-1.44E-05	0	-0.2112345506	-0.0357473855	0.0027589128	0	-8.12E-05	-0.0009099334	-0.0029735325	-0.0012322015	-0.0008124406	-7.75E-05	-0.1716324732	-6.54E-06	-0.0004062203	-0.0018084927	0.004265313	-0.0120173502	0.0019295464	-0.0012024121	-0.0001218661	0	-0.0008774358	9.91E-06
25.5	0.0001015743	0.001076413	0.0001763085	2.72E-05	0.0007049594	0.0718470402	-0.0164221806	-2.77E-05	-1.42E-05	0	-0.213488348	-0.0361287974	0.002771243	0	-8.21E-05	-0.0009196421	-0.0030052591	-0.0012316635	-0.000821109	-7.68E-05	-0.1794487815	-0.000006483	-0.0004105545	-0.0018277887	0.0045160997	-0.0022008443	0.0018474953	-0.0012152414	-0.0001231664	0	-0.0008867978	1.00E-05
25.5833333333	0.000102266	0.0010837432	0.0001775091	2.73E-05	0.0007097601	0.0722707813	-0.0165980742	-2.79E-05	-0.00001433	0	-0.2157749642	-0.0365157632	0.0027836354	0	-8.30E-05	-0.0009294922	-0.0030374476	-0.0012310238	-0.0008299037	-7.74E-05	-0.182563689	-6.53E-06	-0.0004149519	-0.0018473657	0.0047719463	0	0.0017635454	-0.0012282575	-0.0001244856	0	-0.000896296	1.01E-05
25.6666666667	0.0001034261	0.0010960374	0.0001795228	0.000027652	0.0007178117	0.0726975579	-0.0167763595	-0.000028168	-1.45E-05	0	-0.2180926736	-0.0369079909	0.0027960599	0	-8.39E-05	-0.0009394761	-0.0030700738	-0.0012302664	-0.000838818	-7.82E-05	-0.1842995664	-6.60E-06	-0.000419409	-0.0018672088	0.0050329079	0	0.001677636	-0.0012414506	-0.0001258227	0	-0.0009059234	1.02E-05
25.75	0.0001046	0.0011084777	0.0001815604	2.80E-05	0.0007259591	0.07312563	-0.0169566678	-2.85E-05	-1.47E-05	0	-0.2204366819	-0.0373046692	0.0028084481	0	-8.48E-05	-0.0009495734	-0.0031030702	-0.0012293584	-0.0008478334	-0.000079135	-0.1860528562	-6.68E-06	-0.0004239167	-0.0018872771	0.0052989587	0	0.0015896876	-0.0012547934	-0.000127175	0	-0.0009156601	1.03E-05
25.8333333333	0.0001057879	0.001121066	0.0001836223	2.83E-05	0.0007342033	0.0735549745	-0.0171390232	-2.88E-05	-1.48E-05	0	-0.2228073015	-0.037705851	0.0028207976	0	-8.57E-05	-0.0009597853	-0.0031364412	-0.0012282967	-0.0008569512	-8.00E-05	-0.1878237404	-0.000006752	-0.0004284756	-0.0019075733	0.0055701825	0	0.0014996645	-0.0012682877	-0.0001285427	0	-0.0009255073	1.05E-05
25.9166666667	0.0001069899	0.001133804	0.0001857087	2.86E-05	0.0007425456	0.0739855674	-0.0173234499	-2.91E-05	-1.50E-05	0	-0.2252048491	-0.0381115898	0.0028331059	0	-8.66E-05	-0.0009701132	-0.0031701913	-0.0012270777	-0.0008661725	-8.09E-05	-0.1896124033	-6.83E-06	-0.0004330862	-0.0019281	0.0058466644	0	0.0014075303	-0.0012819353	-0.0001299259	0	-0.0009354663	1.06E-05
26	0.0001082062	0.0011466937	0.0001878199	0.00002893	0.0007509873	0.074417384	-0.0175099727	-2.95E-05	-1.52E-05	0	-0.2276296451	-0.0385219399	0.0028453706	0	-8.75E-05	-0.0009805585	-0.003204325	-0.0012256981	-0.0008754986	-8.19E-05	-0.1914190308	-6.91E-06	-0.0004377493	-0.00194886	0.0061284904	0	0.001313248	-0.001295738	-0.0001313248	0	-0.0009455385	1.07E-05
26.0833333333	0.0001082842	0.0011475195	0.0001879552	2.90E-05	0.0007515281	0.0748379201	-0.0176956658	-2.95E-05	-1.52E-05	0	-0.2300436558	-0.0351612636	0.0028571127	0	-8.85E-05	-0.0009909573	-0.0032383068	-0.0012239502	-0.0008847833	-8.19E-05	-0.1943203843	-6.91E-06	-0.0004423916	-0.0019695276	0.0064146789	0	0.001216577	-0.0013094793	-0.0001327175	0	-0.000955566	1.08E-05
26.1666666667	0.000094017	0.0009963262	0.0001631909	2.51E-05	0.0006525093	0.0750966703	-0.0075416976	-2.56E-05	-1.32E-05	0	-0.2319817936	0	0.0028625958	0	-8.92E-05	-0.0009993062	-0.0032655899	-0.0012193915	-0.0008922377	-7.11E-05	-0.2137727655	-6.00E-06	-0.0004461188	-0.001986121	0.0066917825	0	0.0011152971	-0.0013205117	-0.0001338357	0	-0.0009636167	1.09E-05
26.25	0.000093035	0.0009859198	0.0001614864	2.49E-05	0.000645694	0.0753902973	0	-0.000025338	-1.30E-05	0	-0.2340474902	0	0.0028693322	0	-9.00E-05	-0.0010082046	-0.0032946685	-0.0012152466	-0.0009001827	-7.04E-05	-0.2196647355	-0.000005938	-0.0004500913	-0.0020038066	0.0069764156	0	0.0010127055	-0.0013322703	-0.0001350274	0	-0.0009721973	1.10E-05
26.3333333333	9.39E-05	0.0009955032	0.000163056	2.51E-05	0.0006519703	0.075690557	0	-2.56E-05	-1.32E-05	0	-0.2361545379	0	0.0028762412	0	-9.08E-05	-0.0010172811	-0.0033243293	-0.0012110489	-0.0009082867	-7.11E-05	-0.2213985594	-6.00E-06	-0.0004541433	-0.0020218462	0.0072662935	0	0.0009082867	-0.0013442643	-0.000136243	0	-0.0009809496	1.11E-05
26.4166666667	0.000094853	0.0010051856	0.000164642	2.54E-05	0.0006583115	0.0759905966	0	-2.58E-05	-1.33E-05	0	-0.2382820718	0	0.0028830603	0	-0.000091647	-0.0010264458	-0.0033542784	-0.0012066849	-0.0009164695	-7.18E-05	-0.2231472187	-0.000006054	-0.0004582348	-0.0020400611	0.0075608734	0	0.0008019108	-0.0013563749	-0.0001374704	0	-0.0009897871	1.12E-05
26.5	9.58E-05	0.0010149681	0.0001662443	2.56E-05	0.0006647182	0.0762903848	0	-2.61E-05	-1.34E-05	0	-0.2404303035	0	0.0028897873	0	-9.25E-05	-0.0010356998	-0.0033845189	-0.0012021515	-0.0009247319	-7.25E-05	-0.2249108481	-6.11E-06	-0.000462366	-0.0020584533	0.0078602215	0	0.000693549	-0.0013686033	-0.0001387098	0	-0.0009987105	1.13E-05
26.5833333333	9.67E-05	0.0010248518	0.0001678631	0.000025856	0.0006711912	0.0765898896	0	-2.63E-05	-1.36E-05	0	-0.2425994473	0	0.0028964197	0	-9.33E-05	-0.0010450438	-0.0034150538	-0.001197446	-0.0009330748	-7.32E-05	-0.2266895836	-6.17E-06	-0.0004665374	-0.0020770245	0.0081644045	0	0.0005831717	-0.0013809507	-0.0001399612	0	-0.0010077208	1.14E-05
26.6666666667	9.77E-05	0.0010348378	0.0001694988	0.000026108	0.0006777312	0.0768890785	0	-2.66E-05	-1.37E-05	0	-0.2447897194	0	0.002902955	0	-9.41E-05	-0.0010544788	-0.003445886	-0.0011925653	-0.0009414989	-7.39E-05	-0.2284835624	-6.23E-06	-0.0004707495	-0.0020957766	0.0084734903	0	0.0004707495	-0.0013934184	-0.0001412248	0	-0.0010168188	1.15E-05
26.75	9.86E-05	0.0010449273	0.0001711514	2.64E-05	0.0006843389	0.0771879183	0	-2.69E-05	-1.38E-05	0	-0.2470013386	0	0.0029093908	0	-9.50E-05	-0.0010640058	-0.0034770188	-0.0011875064	-0.0009500051	-7.46E-05	-0.230292923	-6.29E-06	-0.0004750026	-0.0021147115	0.0087875476	0	0.0003562519	-0.0014060076	-0.0001425008	0	-0.0010260056	1.16E-05
26.8333333333	9.96E-05	0.0010551213	0.0001728211	2.66E-05	0.0006910152	0.0774863751	0	-2.71E-05	-1.40E-05	0	-0.2492345262	0	0.0029157244	0	-9.59E-05	-0.0010736257	-0.0035084553	-0.0011822663	-0.0009585943	-7.53E-05	-0.2321178054	-6.35E-06	-0.0004792972	-0.002133831	0.0091066461	0	0.0002396486	-0.0014187196	-0.0001437891	0	-0.0010352819	1.17E-05
26.9166666667	0.0001005371	0.0010654211	0.0001745081	2.69E-05	0.0006977606	0.0777844144	0	-2.74E-05	-1.41E-05	0	-0.2514895056	0	0.0029219534	0	-9.67E-05	-0.0010833394	-0.0035401984	-0.0011768419	-0.0009672673	-7.61E-05	-0.2339583507	-6.42E-06	-0.0004836337	-0.0021531371	0.0094308565	0	0.0001209084	-0.0014315556	-0.0001450901	0	-0.0010446487	1.18E-05
27	0.0001015191	0.0010758277	0.0001762126	2.71E-05	0.000704576	0.0780820009	0	-2.76E-05	-1.42E-05	0	-0.2537665029	0	0.002928075	0	-9.76E-05	-0.001093148	-0.0035722515	-0.00117123	-0.000976025	-7.68E-05	-0.2358147014	-6.48E-06	-0.0004880125	-0.0021726317	0.0097602501	0	0	-0.001444517	-0.0001464038	0	-0.001054107	1.19E-05
27.0833333333	0.0001027862	0.0010892554	0.000178412	2.75E-05	0.0007133701	0.0755092695	0	-2.80E-05	-1.44E-05	0	-0.2552541611	0	0.0029547105	0	-9.85E-05	-0.0011030919	-0.0036047469	-0.0011818842	-0.0009849035	-7.78E-05	-0.2353117478	-6.56E-06	-0.0004924518	-0.0021923952	0.0100131857	0	-0.0001231129	-0.0014576572	-0.0001477355	0	-0.0010636958	1.20E-05
27.1666666667	0.000104071	0.0011028718	0.0001806422	2.78E-05	0.0007222877	0.0728854735	0	-2.83E-05	-1.46E-05	0	-0.2567556455	0	0.0029816785	0	-9.94E-05	-0.00111316	-0.0036376477	-0.0011926714	-0.0009938928	-7.87E-05	-0.2347872262	-6.64E-06	-0.0004969464	-0.0022124054	0.0102702258	0	-0.0002484732	-0.0014709614	-0.0001490839	0	-0.0010734042	1.21E-05
27.25	0.000105374	0.0011166797	0.0001829039	2.82E-05	0.0007313307	0.0702096139	0	-2.87E-05	-1.48E-05	0	-0.2582710799	0	0.0030089835	0	-0.0001002994	-0.0011233538	-0.0036709598	-0.0012035934	-0.0010029945	-7.97E-05	-0.2342406066	-6.73E-06	-0.0005014972	-0.0022326657	0.0105314421	0	-0.0003761229	-0.0014844318	-0.0001504492	0	-0.001083234	1.22E-05
27.3333333333	0.0001066953	0.0011306822	0.0001851974	0.000028526	0.0007405011	0.0674806726	0	-2.91E-05	-1.50E-05	0	-0.2598005894	0	0.0030366303	0	-0.000101221	-0.0011336753	-0.0037046889	-0.0012146521	-0.0010122101	-8.07E-05	-0.233671348	-6.81E-06	-0.000506105	-0.0022531797	0.0107969076	0	-0.000506105	-0.0014980709	-0.0001518315	0	-0.0010931869	0.000012349
27.4166666667	0.0001080353	0.0011448823	0.0001875233	2.89E-05	0.000749801	0.0646976118	0	-2.94E-05	-1.51E-05	0	-0.2613443002	0	0.0030646237	0	-0.0001021541	-0.0011441262	-0.0037388409	-0.0012258495	-0.0010215412	-0.000081734	-0.2330788977	-6.90E-06	-0.0005107706	-0.0022739508	0.0110666968	0	-0.0006384633	-0.001511881	-0.0001532312	0	-0.0011032645	1.25E-05
27.5	0.0001093942	0.0011592833	0.000189882	2.92E-05	0.0007592324	0.061859374	0	-2.98E-05	-1.53E-05	0	-0.2629023395	0	0.0030929687	0	-0.000103099	-0.0011547083	-0.0037734218	-0.0012371875	-0.0010309896	-8.28E-05	-0.2324626917	-6.98E-06	-0.0005154948	-0.0022949828	0.0113408852	0	-0.0007732422	-0.0015258646	-0.0001546484	0	-0.0011134687	1.26E-05
27.5833333333	0.0001107724	0.0011738881	0.0001922742	2.96E-05	0.0007687973	0.0589648814	0	-3.02E-05	-0.000015522	0	-0.2644748357	0	0.0031216702	0	-0.0001040557	-0.0011654235	-0.0038084376	-0.0012486681	-0.0010405567	-8.38E-05	-0.2318221542	-7.07E-06	-0.0005202784	-0.0023162793	0.0116195502	0	-0.0009104871	-0.001540024	-0.0001560835	0	-0.0011238013	1.27E-05
27.6666666667	0.0001121701	0.0011887001	0.0001947003	3.00E-05	0.0007784979	0.0560130354	0	-3.05E-05	-1.57E-05	0	-0.2660619182	0	0.0031507332	0	-0.0001050244	-0.0011762737	-0.0038438946	-0.0012602933	-0.0010502444	-8.49E-05	-0.2311566971	-7.16E-06	-0.0005251222	-0.0023378441	0.01190277	0	-0.0010502444	-0.0015543617	-0.0001575367	0	-0.001134264	0.000012813
27.75	0.0001135877	0.0012037225	0.0001971608	3.04E-05	0.0007883363	0.0530027164	0	-3.09E-05	-1.59E-05	0	-0.2676637176	0	0.003180163	0	-0.0001060054	-0.0011872608	-0.0038797988	-0.0012720652	-0.0010600543	-8.59E-05	-0.2304657203	-7.25E-06	-0.0005300272	-0.0023596809	0.0121906248	0	-0.0011925611	-0.0015688804	-0.0001590081	0	-0.0011448587	1.29E-05
27.8333333333	0.000111463	0.0011812065	0.0001934729	2.98E-05	0.0007735903	0.0499114637	0	-3.04E-05	-1.56E-05	-0.0791082161	-0.2691653934	0	0.0032085941	0	-0.0001069531	-0.0011978751	-0.0039144848	-0.0012834376	-0.0010695314	-8.43E-05	-0.2235453905	-7.11E-06	-0.0005347657	-0.0023807768	0.0124778659	0	-0.0013369142	-0.0015829064	-0.0001604297	0.0001934729	-0.0011550939	1.30E-05
27.9166666667	0.0001080916	0.0011454784	0.0001876209	2.89E-05	0.0007501914	0.0467422948	0	-2.94E-05	-1.51E-05	-0.1860177806	-0.2705659758	0	0.003236005	0	-0.0001078668	-0.0012081085	-0.0039479261	-0.001294402	-0.0010786683	-8.18E-05	-0.2138551073	-0.000006899	-0.0005393342	-0.0024011157	0.012764242	0	-0.001483169	-0.0015964291	-0.0001618003	0.0001876209	-0.0011649618	1.32E-05
28	0.000104618	0.0011086686	0.0001815917	2.80E-05	0.0007260841	0.0435002286	0	-2.85E-05	-1.47E-05	-0.2951994426	-0.2718764289	0	0.0032625171	0	-0.0001087506	-0.0012180064	-0.0039802709	-0.0013050069	-0.0010875057	-7.91E-05	-0.2035489451	-6.68E-06	-0.0005437529	-0.0024207877	0.0130500686	0	-0.0016312586	-0.0016095085	-0.0001631259	0	-0.0011745062	1.33E-05
28.0833333333	0.0001010453	0.0010708069	0.0001753902	2.70E-05	0.0007012879	0.0401879452	0	-2.75E-05	-1.42E-05	-0.4053166543	-0.2730953551	0	0.0032881046	0	-0.0001096035	-0.0012275591	-0.0040114876	-0.0013152418	-0.0010960349	-7.64E-05	-0.1933738167	-6.45E-06	-0.0005480174	-0.0024397736	0.0133350909	0	-0.0017810567	-0.0016221316	-0.0001644052	0	-0.0011837177	1.34E-05
28.1666666667	9.74E-05	0.0010319248	0.0001690216	2.60E-05	0.0006758234	0.0368082481	0	-2.65E-05	-1.36E-05	-0.5165000358	-0.2742214482	0	0.0033127423	0	-0.0001104247	-0.0012367571	-0.0040415456	-0.0013250969	-0.0011042474	-7.37E-05	-0.1832260438	-6.22E-06	-0.0005521237	-0.0024580548	0.0136190518	0	-0.001932433	-0.0016342862	-0.0001656371	0.0001315091	-0.0011925872	1.35E-05
28.25	0.000093614	0.0009920553	0.0001624913	2.50E-05	0.0006497122	0.0333640601	0	-2.55E-05	-1.31E-05	-0.0001445665	-0.275253496	0	0.003336406	0.1206139543	-0.0001112135	-0.0012455916	-0.0040704153	-0.0013345624	-0.0011121353	-7.08E-05	-0.4138784093	-5.97E-06	-0.0005560677	-0.0024756133	0.0139016917	0	-0.0020852538	-0.0016459603	-0.0001668203	0.1207764456	-0.0012011062	1.36E-05
28.3333333333	8.98E-05	0.0009512333	0.000155805	2.40E-05	0.0006229773	0.0298584197	0	-2.44E-05	-1.26E-05	-0.0001386177	-0.2761903825	0	0.0033590722	0.1419502412	-0.0001119691	-0.0012540536	-0.0040980681	-0.0013436289	-0.0011196907	-6.79E-05	-0.4456827202	-5.73E-06	-0.0005598454	-0.0024924316	0.0141827494	0	-0.0022393815	-0.0016571423	-0.0001679536	0.1421060462	-0.001209266	1.37E-05
28.4166666667	8.58E-05	0.0009094949	0.0001489685	2.29E-05	0.0005956422	0.0262944763	0	-2.34E-05	-0.000012026	-0.8569983551	-0.2770310897	0	0.0033807184	0.0006564271	-0.0001126906	-0.0012621349	-0.0041244764	-0.0013522874	-0.0011269061	-6.49E-05	-0.1520188556	-5.48E-06	-0.0005634531	-0.002508493	0.014461962	0	-0.0023946755	-0.0016678211	-0.0001690359	0.0008053957	-0.0012170586	1.37E-05
28.5	8.18E-05	0.0008668781	0.0001419882	2.19E-05	0.0005677318	0.0226754857	0	-2.23E-05	-1.15E-05	-0.9761521037	-0.2777746993	0	0.0034013228	0	-0.0001133774	-0.0012698272	-0.0041496139	-0.0013605291	-0.0011337743	-6.19E-05	-0.1391478968	-0.000005221	-0.0005668871	-0.0025237816	0.0147390657	0	-0.0025509921	-0.0016779859	-0.0001700661	0	-0.0012244762	0.000013832
28.5833333333	7.77E-05	0.0008234221	0.0001348705	2.08E-05	0.0005392718	0.0190048051	0	-2.12E-05	-1.09E-05	-1.0937465928	-0.2784203949	0	0.0034208649	0	-0.0001140288	-0.0012771229	-0.0041734552	-0.001368346	-0.0011402883	-5.88E-05	-0.1277128709	-4.96E-06	-0.0005701442	-0.0025382818	0.015013796	0	-0.0027081847	-0.0016876267	-0.0001710432	6.17E-06	-0.0012315114	1.39E-05
28.6666666667	7.35E-05	0.0007791676	0.0001276219	1.97E-05	0.0005102888	0.0152858884	0	-2.00E-05	-1.03E-05	-1.2113383426	-0.2789674631	0	0.0034393249	0.0001765194	-0.0001146442	-0.0012840146	-0.0041959764	-0.00137573	-0.0011464416	-5.56E-05	-0.1166850239	-4.69E-06	-0.0005732208	-0.0025519791	0.0152858884	0	-0.0028661041	-0.0016967336	-0.0001719662	0.0003041413	-0.001238157	1.40E-05
28.75	6.93E-05	0.0007341565	0.0001202494	1.85E-05	0.0004808103	0.0115222802	0	-1.89E-05	-9.71E-06	-1.3263610247	-0.2794152948	0	0.0034566841	0.0016319582	-0.0001152228	-0.0012904954	-0.0042171546	-0.0013826736	-0.001152228	-0.000052412	-0.1074574794	-4.42E-06	-0.000576114	-0.0025648596	0.0155550783	0	-0.0030245986	-0.0017052975	-0.0001728342	0.0015849617	-0.0012444063	1.41E-05
28.8333333333	0.000064963	0.0006884321	0.0001127601	1.74E-05	0.0004508647	0.0077176107	0	-1.77E-05	-9.10E-06	-1.4464530848	-0.2797633863	0	0.0034729248	0.0015303173	-0.0001157642	-0.0012965586	-0.0042369683	-0.0013891699	-0.0011576416	-4.91E-05	-0.0953168348	-4.15E-06	-0.0005788208	-0.0025769102	0.0158211018	0	-0.0031835144	-0.0017133096	-0.0001736462	0.0014862478	-0.0012502529	1.41E-05
28.9166666667	6.06E-05	0.0006420389	0.0001051612	0.000016198	0.0004204811	0.0038755895	0	-1.65E-05	-8.49E-06	-1.5670319115	-0.2800113405	0	0.0034880305	0.0014271897	-0.0001162677	-0.0013021981	-0.0042553973	-0.0013952122	-0.0011626768	-4.58E-05	-0.0830309016	-3.87E-06	-0.0005813384	-0.0025881187	0.0160836964	0	-0.0033426959	-0.0017207617	-0.0001744015	0.00138609	-0.001255691	1.42E-05
29	5.61E-05	0.0005950224	9.75E-05	1.50E-05	0.0003896893	0	0	-0.000015292	-7.87E-06	-1.6838296708	-0.2801588675	0	0.0035019858	0.001425707	-0.0001167329	-0.001307408	-0.0042724227	-0.0014007943	-0.0011673286	-4.25E-05	-0.0741352618	-3.58E-06	-0.0005836643	-0.0025984735	0.0163426006	0	-0.0035019858	-0.0017276463	-0.0001750993	0	-0.0012607149	1.42E-05
29.0833333333	5.54E-05	0.0005874872	9.62E-05	1.48E-05	0.0003847544	-0.0014651006	0	-1.51E-05	-7.77E-06	-1.7112357217	-0.2803225874	0	0.0034429865	0.0014940628	-0.0001172081	-0.0013127302	-0.0042898146	-0.0013576599	-0.0011720805	-4.19E-05	-0.0683232045	-3.54E-06	-0.0005860403	-0.0026090512	0.0164579638	0	-0.0035162415	-0.0017346791	-0.0001758121	0.0015902889	-0.0012658469	1.43E-05
29.1666666667	5.47E-05	0.0005798405	9.50E-05	1.46E-05	0.0003797464	-0.002941925	0	-1.49E-05	-0.000007667	-1.7353024805	-0.2804635206	0	0.0033832138	0.0016949347	-0.000117677	-0.0013179824	-0.0043069783	-0.0013140599	-0.00117677	-4.14E-05	-0.0655292357	-3.49E-06	-0.000588385	-0.0026194901	0.0165728444	0	-0.00353031	-0.0017416196	-0.0001765155	0.0016578166	-0.0012709116	1.44E-05
29.25	5.40E-05	0.0005720835	0.000093703	1.44E-05	0.0003746662	-0.0044302359	0	-1.47E-05	-7.56E-06	-1.759463633	-0.2805816086	0	0.0033226769	0.0017623609	-0.0001181396	-0.0013231638	-0.0043239103	-0.001270001	-0.0011813962	-4.08E-05	-0.0627074611	-3.45E-06	-0.0005906981	-0.002629788	0.016687222	0	-0.0035441887	-0.0017484664	-0.0001772094	0.0017257394	-0.0012759079	0.000014413
29.3333333333	5.32E-05	0.0005642173	9.24E-05	1.42E-05	0.0003695146	-0.0059297915	0	-1.45E-05	-7.46E-06	-1.7836640664	-0.2806767986	0	0.0032613853	0.001830164	-0.0001185958	-0.0013282733	-0.0043406074	-0.0012254902	-0.0011859583	-4.03E-05	-0.0598583302	-3.40E-06	-0.0005929792	-0.0026399432	0.016801076	0	-0.0035578749	-0.0017552183	-0.0001778937	0.0017940461	-0.001280835	1.45E-05
29.4166666667	5.25E-05	0.0005562432	9.11E-05	1.40E-05	0.0003642922	-0.0074403457	0	-1.43E-05	-0.000007355	-8.11E-05	-0.2807490427	0	0.0031993486	2.7086022451	-0.0001190455	-0.0013333099	-0.0043570664	-0.0011805348	-0.0011904553	-3.97E-05	-0.1433312718	-3.35E-06	-0.0005952277	-0.0026499535	0.0169143858	0	-0.0035713659	-0.0017618739	-0.0001785683	0.0450372097	-0.0012856917	1.45E-05
29.5	5.17E-05	0.0005481625	0.000089785	1.38E-05	0.000359	-0.0089616478	0	-1.41E-05	-7.25E-06	-7.99E-05	-0.2807982986	0	0.0031365767	2.7311430825	-0.0001194886	-0.0013382727	-0.0043732841	-0.0011351421	-0.0011948864	-3.91E-05	-0.1451177392	-3.30E-06	-0.0005974432	-0.0026598171	0.0170271309	0	-0.0035846591	-0.0017684318	-0.000179233	0.0474507107	-0.0012904773	1.46E-05
29.5833333333	5.10E-05	0.0005399764	8.84E-05	1.36E-05	0.0003536388	-0.0104934433	0	-1.39E-05	-7.14E-06	-1.856506073	-0.2808245292	0	0.0030730798	0.0019127102	-0.0001199251	-0.0013431607	-0.0043892574	-0.0010893193	-0.0011992507	-3.85E-05	-0.0511514446	-3.25E-06	-0.0005996253	-0.002669532	0.0171392907	0	-0.003597752	-0.001774891	-0.0001798876	0.0020011543	-0.0012951907	1.46E-05
29.6666666667	5.02E-05	0.0005316863	8.71E-05	1.34E-05	0.0003482095	-0.012035473	0	-1.37E-05	-7.03E-06	-7.75E-05	-0.280827703	0	0.0030088682	2.7760378422	-0.0001203547	-0.001347973	-0.0044049831	-0.0010430743	-0.0012035473	-3.80E-05	-0.1486755099	-3.20E-06	-0.0006017736	-0.0026790963	0.0172508446	0	-0.0036106419	-0.00178125	-0.0001805321	0.0523098453	-0.0012998311	1.47E-05
29.75	4.94E-05	0.0005232935	8.57E-05	1.32E-05	0.0003427129	-0.0135874739	0	-1.34E-05	-6.92E-06	-7.63E-05	-0.2808077937	0	0.0029439527	2.7983836493	-0.0001207775	-0.0013527085	-0.0044204582	-0.0009964148	-0.0012077755	-3.74E-05	-0.1504454078	-3.15E-06	-0.0006038877	-0.0026885082	0.0173617722	0	-0.0036233264	-0.0017875077	-0.0001811663	0.0547542593	-0.0013043975	1.47E-05
29.8333333333	4.86E-05	0.0005147994	8.43E-05	1.30E-05	0.00033715	-0.0151491788	0	-1.32E-05	-0.000006807	-7.50E-05	-0.2807647805	0	0.002878344	2.820656316	-0.0001211934	-0.0013573664	-0.0044356796	-0.0009493485	-0.0012119343	-3.68E-05	-0.1522153356	-3.10E-06	-0.0006059672	-0.0026977658	0.0174720529	0	-0.0036358029	-0.0017936628	-0.0001817901	0.0572112295	-0.001308889	1.48E-05
